지점,지점명,일시,평균기온(°C),최고기온(°C),최저기온(°C)
140,군산,1971-10,13.7,23.8,4.4
140,군산,1971-11,9.6,18.7,-4.6
140,군산,1971-12,1.5,13,-6
140,군산,1972-01,2.5,11.7,-4.9
140,군산,1972-02,1.1,8.2,-6.1
140,군산,1972-03,5.2,19,-6.3
140,군산,1972-04,10.8,25.8,-1.4
140,군산,1972-05,15.5,25.3,4.8
140,군산,1972-06,20.4,29.4,15.2
140,군산,1972-07,24.6,34.4,16.2
140,군산,1972-08,24.2,33,14.5
140,군산,1972-09,19.9,29,10.8
140,군산,1972-10,14.9,25.9,4.5
140,군산,1972-11,7.4,19.5,-3.3
140,군산,1972-12,2.3,16.2,-6.1
140,군산,1973-01,2,9.8,-8.4
140,군산,1973-02,1.7,12.9,-7.3
140,군산,1973-03,4.4,17.2,-3.3
140,군산,1973-04,12.2,24.6,.4
140,군산,1973-05,16.4,25.8,9.1
140,군산,1973-06,20.8,28.8,12.8
140,군산,1973-07,26.8,35.2,19.5
140,군산,1973-08,26.5,32.8,21.2
140,군산,1973-09,20.7,28.6,10
140,군산,1973-10,14,24.2,3.6
140,군산,1973-11,7,16.8,-3.6
140,군산,1973-12,-.1,13.1,-13.6
140,군산,1974-01,-.8,9.4,-12.4
140,군산,1974-02,-.3,9.8,-12.1
140,군산,1974-03,3.7,18.8,-6.4
140,군산,1974-04,10.8,23.3,2.6
140,군산,1974-05,16.1,28,6.5
140,군산,1974-06,19.2,28.4,12.2
140,군산,1974-07,22.8,29.8,18.3
140,군산,1974-08,25.7,33.6,17.3
140,군산,1974-09,20.8,29.8,10.8
140,군산,1974-10,14.1,24.6,4.3
140,군산,1974-11,7.1,21.2,-1.7
140,군산,1974-12,1.7,9.4,-5
140,군산,1975-01,-.2,8.2,-7.6
140,군산,1975-02,.6,10.8,-6.4
140,군산,1975-03,4.3,16.4,-2.3
140,군산,1975-04,11.9,25.2,1.3
140,군산,1975-05,15.7,25.6,8.2
140,군산,1975-06,20.5,29.5,14.2
140,군산,1975-07,25.2,33.6,18.6
140,군산,1975-08,27,34.7,20.1
140,군산,1975-09,23.1,32.7,15.6
140,군산,1975-10,16.2,25.9,6
140,군산,1975-11,10.3,18.5,-3
140,군산,1975-12,.9,16.1,-9.2
140,군산,1976-01,-1.9,9.4,-12
140,군산,1976-02,3.4,12.4,-3.6
140,군산,1976-03,4.9,14.6,-3.4
140,군산,1976-04,10.4,23.8,.8
140,군산,1976-05,15.9,29,7.1
140,군산,1976-06,20.4,31,13.4
140,군산,1976-07,22.7,32,14.1
140,군산,1976-08,25.6,34.2,18.5
140,군산,1976-09,20.3,29.4,12.1
140,군산,1976-10,14.8,24.5,3.1
140,군산,1976-11,6,21.3,-1.6
140,군산,1976-12,2.3,12.8,-10.7
140,군산,1977-01,-4,7.8,-11.9
140,군산,1977-02,-1.3,15.8,-12.4
140,군산,1977-03,5.2,18.7,-8.5
140,군산,1977-04,11.6,22.1,1.7
140,군산,1977-05,16,27.1,7.7
140,군산,1977-06,21.2,31.1,14.5
140,군산,1977-07,26.3,34.8,20.8
140,군산,1977-08,24.6,33.6,17.9
140,군산,1977-09,22.1,32.6,10.2
140,군산,1977-10,16.9,28.8,7.7
140,군산,1977-11,9.1,21.5,-.6
140,군산,1977-12,4.4,17.1,-5.4
140,군산,1978-01,.3,9.9,-9.9
140,군산,1978-02,-.5,12.4,-10.7
140,군산,1978-03,4.4,17.1,-4.5
140,군산,1978-04,11,27.3,.5
140,군산,1978-05,17.2,29.1,6
140,군산,1978-06,21.6,29.9,11.8
140,군산,1978-07,27.2,35,19.2
140,군산,1978-08,26.8,33.8,18.9
140,군산,1978-09,21.3,29.6,11.6
140,군산,1978-10,15.4,26.7,5.7
140,군산,1978-11,9,18,-2.9
140,군산,1978-12,3.6,18.4,-6.9
140,군산,1979-01,2.5,15.9,-6
140,군산,1979-02,2.6,17.3,-9
140,군산,1979-03,5.9,20.5,-3.1
140,군산,1979-04,10.8,24.8,.5
140,군산,1979-05,15.9,25.1,7.6
140,군산,1979-06,21.6,29.2,14.8
140,군산,1979-07,24.4,32.5,19
140,군산,1979-08,25.7,33.6,16.8
140,군산,1979-09,19.8,27.9,10.6
140,군산,1979-10,15.8,26,4
140,군산,1979-11,7.3,23.7,-7.2
140,군산,1979-12,3.2,13.5,-5.9
140,군산,1980-01,-.7,14.6,-13
140,군산,1980-02,-1.4,14,-12.4
140,군산,1980-03,4.6,14.8,-2.2
140,군산,1980-04,10.4,23.2,2.7
140,군산,1980-05,15.7,26.6,7
140,군산,1980-06,20.6,30.5,13.7
140,군산,1980-07,22.7,30.5,18
140,군산,1980-08,23,28.9,18.5
140,군산,1980-09,20.1,28.4,9.7
140,군산,1980-10,14,25.5,3.4
140,군산,1980-11,9.5,19.9,-.4
140,군산,1980-12,-.2,11.9,-9.2
140,군산,1981-01,-3.7,4.1,-12
140,군산,1981-02,0,9.5,-12.7
140,군산,1981-03,5.4,21.4,-2.8
140,군산,1981-04,10.4,23.5,-.3
140,군산,1981-05,16.1,29,5.4
140,군산,1981-06,21.1,29.6,10.8
140,군산,1981-07,26,34.8,19.1
140,군산,1981-08,24.8,32,18.1
140,군산,1981-09,20.3,30.2,11.2
140,군산,1981-10,14.3,24.1,1.9
140,군산,1981-11,5.3,14,-3.3
140,군산,1981-12,1.8,13.3,-9.1
140,군산,1982-01,-1.2,12.6,-10.4
140,군산,1982-02,.9,12.5,-8.5
140,군산,1982-03,5.5,16.6,-3.2
140,군산,1982-04,11,25.6,1.1
140,군산,1982-05,18.2,30.7,8.2
140,군산,1982-06,21.4,29.4,12.5
140,군산,1982-07,24.7,32.9,18.5
140,군산,1982-08,25.7,33.7,19.2
140,군산,1982-09,21,29.3,11.2
140,군산,1982-10,16.3,27.8,.8
140,군산,1982-11,9.7,19.3,-3.1
140,군산,1982-12,2.6,14,-6.8
140,군산,1983-01,-.1,9.4,-9.2
140,군산,1983-02,-.2,9.6,-9.9
140,군산,1983-03,6.4,19.7,-1.7
140,군산,1983-04,12.5,24.8,.2
140,군산,1983-05,17.3,26.4,6.2
140,군산,1983-06,21.3,29.6,12.4
140,군산,1983-07,24.1,33.1,18.1
140,군산,1983-08,26,34.3,18.6
140,군산,1983-09,22.5,32.6,13.2
140,군산,1983-10,15.3,26.7,2.9
140,군산,1983-11,7.9,19.7,-2.7
140,군산,1983-12,1.1,13.9,-9.6
140,군산,1984-01,-2.6,7.5,-9.6
140,군산,1984-02,-1.8,7.2,-11.5
140,군산,1984-03,3.2,18,-4.7
140,군산,1984-04,11.5,24.8,-.5
140,군산,1984-05,17.2,26.8,6.5
140,군산,1984-06,22.1,31.5,15.2
140,군산,1984-07,25.1,33.8,18.7
140,군산,1984-08,27,34.5,21
140,군산,1984-09,20.7,27.9,10
140,군산,1984-10,14.8,24.5,3.3
140,군산,1984-11,9.2,22.3,-3.6
140,군산,1984-12,1.6,15.8,-10.4
140,군산,1985-01,-2.6,6.4,-13
140,군산,1985-02,1.2,10.6,-7.6
140,군산,1985-03,4.3,20.2,-6.2
140,군산,1985-04,11.3,25.5,-1
140,군산,1985-05,17.7,28.7,9
140,군산,1985-06,21.3,29.6,14
140,군산,1985-07,25.4,35.1,18.5
140,군산,1985-08,27,34.4,20.2
140,군산,1985-09,21.3,31.3,9.8
140,군산,1985-10,15.7,25.5,6.4
140,군산,1985-11,8,20.5,-1.5
140,군산,1985-12,-.4,11.2,-8.8
140,군산,1986-01,-2.5,9.2,-12.7
140,군산,1986-02,-1.1,7.5,-9.3
140,군산,1986-03,5.2,17.8,-2.4
140,군산,1986-04,11.1,25.2,1.1
140,군산,1986-05,16.1,28.7,7.8
140,군산,1986-06,21.3,31.6,15.6
140,군산,1986-07,23.4,32.8,16.5
140,군산,1986-08,25.4,33.8,18.8
140,군산,1986-09,19.7,28.8,11.6
140,군산,1986-10,13.6,24.7,1.3
140,군산,1986-11,7.4,18,-1.8
140,군산,1986-12,3.7,12.5,-6.3
140,군산,1987-01,-.2,10,-10
140,군산,1987-02,1.5,15.9,-7.9
140,군산,1987-03,4.3,17.2,-4.9
140,군산,1987-04,10,26.2,.2
140,군산,1987-05,15.9,27.9,6.2
140,군산,1987-06,21.3,30.4,15
140,군산,1987-07,23.4,33.2,19.2
140,군산,1987-08,24.6,32,18
140,군산,1987-09,19.8,28.5,9.2
140,군산,1987-10,15.7,27.3,5.3
140,군산,1987-11,8.5,21.8,-5.5
140,군산,1987-12,2.7,15,-6.8
140,군산,1988-01,0,9.4,-8.7
140,군산,1988-02,-.4,13.3,-9.2
140,군산,1988-03,4.1,17.4,-5
140,군산,1988-04,10.4,24.3,1
140,군산,1988-05,16.8,27.5,8.3
140,군산,1988-06,21.4,30.1,13.8
140,군산,1988-07,25.1,33.4,18.5
140,군산,1988-08,25.8,34.4,18.5
140,군산,1988-09,21.5,29.2,12.1
140,군산,1988-10,15.5,26.3,3
140,군산,1988-11,7.2,18,-2.6
140,군산,1988-12,2.3,18,-7.2
140,군산,1989-01,1.7,10.3,-7.5
140,군산,1989-02,2.9,13.4,-7.2
140,군산,1989-03,5.7,18.9,-3.9
140,군산,1989-04,12.4,28.6,3.4
140,군산,1989-05,16.7,24.7,8.4
140,군산,1989-06,20.3,28.6,15
140,군산,1989-07,24.6,33.9,17.3
140,군산,1989-08,25.4,34.1,20
140,군산,1989-09,21,29.3,12.4
140,군산,1989-10,14.5,24.1,3.8
140,군산,1989-11,8.5,18.2,-1.2
140,군산,1989-12,3.5,16.2,-3.8
140,군산,1990-01,-.8,10,-13.9
140,군산,1990-02,3.3,13.4,-7.1
140,군산,1990-03,6.7,18.1,-2.1
140,군산,1990-04,10.9,25.2,3.9
140,군산,1990-05,16,28.1,6.9
140,군산,1990-06,21.3,30.1,15
140,군산,1990-07,25.7,34,17.9
140,군산,1990-08,26.6,34,20.8
140,군산,1990-09,22,31.7,12.1
140,군산,1990-10,15.6,25.2,7.7
140,군산,1990-11,11.1,20.1,-.7
140,군산,1990-12,3.1,15.7,-9.6
140,군산,1991-01,.2,11.7,-7.4
140,군산,1991-02,.5,9.5,-11.1
140,군산,1991-03,4.8,15.9,-3.9
140,군산,1991-04,11.4,23.9,-1.1
140,군산,1991-05,16.6,30.2,6.4
140,군산,1991-06,21.5,31,14.8
140,군산,1991-07,24.6,33.1,18.8
140,군산,1991-08,24.7,34.4,16.6
140,군산,1991-09,21.2,31.4,11.2
140,군산,1991-10,14.5,23.9,4.7
140,군산,1991-11,7.7,18,-2.6
140,군산,1991-12,3.9,17.1,-6.6
140,군산,1992-01,1.6,10.3,-5.6
140,군산,1992-02,1.9,18.4,-5.5
140,군산,1992-03,6.6,19.3,-1.3
140,군산,1992-04,11.5,23.5,2.6
140,군산,1992-05,15.8,28.2,7.5
140,군산,1992-06,20.4,27.9,10.8
140,군산,1992-07,25.2,32.8,18.6
140,군산,1992-08,25.1,32.4,19
140,군산,1992-09,21,31.8,10.9
140,군산,1992-10,14.7,24.3,5
140,군산,1992-11,7.8,20.5,-5.4
140,군산,1992-12,3.4,13.9,-7
140,군산,1993-01,-.3,10.9,-9.1
140,군산,1993-02,1.9,20,-5.8
140,군산,1993-03,5.2,14.5,-4.6
140,군산,1993-04,10,22.6,.6
140,군산,1993-05,16.8,27.6,8.5
140,군산,1993-06,20.6,28.5,13.4
140,군산,1993-07,23.1,30.5,16.3
140,군산,1993-08,22.7,30,17.2
140,군산,1993-09,21.2,29.8,12.9
140,군산,1993-10,14.1,24.5,3.9
140,군산,1993-11,9.2,20,-4.8
140,군산,1993-12,2.1,12.2,-7.5
140,군산,1994-01,.2,11.8,-10.3
140,군산,1994-02,1.2,12.7,-6.6
140,군산,1994-03,3.9,16.9,-4.4
140,군산,1994-04,13,27.7,3.3
140,군산,1994-05,17.2,27.6,7
140,군산,1994-06,20.9,30.6,13.5
140,군산,1994-07,28.3,36.9,22.5
140,군산,1994-08,27.5,35.2,20.4
140,군산,1994-09,21.7,33.1,11.7
140,군산,1994-10,16,26.7,4.9
140,군산,1994-11,10.3,20.1,.5
140,군산,1994-12,3.3,14.1,-8.7
140,군산,1995-01,0,12.6,-9.3
140,군산,1995-02,1.4,11.3,-6.7
140,군산,1995-03,6.3,17.3,-2.4
140,군산,1995-04,9.9,23.5,-1
140,군산,1995-05,16.4,28.6,6.4
140,군산,1995-06,21.3,30.5,13.5
140,군산,1995-07,25.3,33.7,16.9
140,군산,1995-08,27.2,34.4,19.8
140,군산,1995-09,20.5,30,11.6
140,군산,1995-10,16,25.9,4.5
140,군산,1995-11,7.6,21.1,-.8
140,군산,1995-12,.9,8.4,-7.2
140,군산,1996-01,-.2,10,-8.4
140,군산,1996-02,-.6,15.4,-10.9
140,군산,1996-03,4.5,16.4,-3.7
140,군산,1996-04,9.1,21.8,.2
140,군산,1996-05,16.1,26.5,8.2
140,군산,1996-06,20.9,30.5,15.1
140,군산,1996-07,24.8,35.1,16.2
140,군산,1996-08,26.4,34.7,19.3
140,군산,1996-09,21.6,30.3,12.8
140,군산,1996-10,15.3,25.6,2.5
140,군산,1996-11,8.2,17.8,-4.4
140,군산,1996-12,2.5,14.9,-6.5
140,군산,1997-01,-1.1,12.4,-11.1
140,군산,1997-02,1.1,14.7,-6.4
140,군산,1997-03,6,19.8,-2.8
140,군산,1997-04,11.3,20.5,2
140,군산,1997-05,17,26.5,6.6
140,군산,1997-06,22,30,12.2
140,군산,1997-07,25.1,34.3,16
140,군산,1997-08,26.2,33.9,20.2
140,군산,1997-09,20.9,31.9,11.3
140,군산,1997-10,14.5,25.6,.7
140,군산,1997-11,9.8,22.3,-1.1
140,군산,1997-12,3.3,15.3,-7.6
140,군산,1998-01,.4,10.5,-10
140,군산,1998-02,3.9,14,-4.5
140,군산,1998-03,6.5,17.2,-2
140,군산,1998-04,14,28.6,2.6
140,군산,1998-05,17.2,30.1,10.4
140,군산,1998-06,20.6,29.6,13.3
140,군산,1998-07,25.1,32,20.1
140,군산,1998-08,25.8,33.5,19.6
140,군산,1998-09,22.9,32.6,15.6
140,군산,1998-10,16.9,25.9,6
140,군산,1998-11,8.8,21.3,-2.3
140,군산,1998-12,3.5,13.7,-4.6
140,군산,1999-01,1.2,11.8,-9.2
140,군산,1999-02,1.9,11.8,-9.2
140,군산,1999-03,6.4,19.2,-3.7
140,군산,1999-04,11.5,24.9,1.4
140,군산,1999-05,16.3,27.7,7.9
140,군산,1999-06,21.7,30.2,15.8
140,군산,1999-07,24.9,32.3,18.5
140,군산,1999-08,25.7,33.8,18.7
140,군산,1999-09,22.9,31.2,14.7
140,군산,1999-10,14.7,25,3.2
140,군산,1999-11,9,19.6,-.7
140,군산,1999-12,2.4,12.6,-8.3
140,군산,2000-01,.3,10.3,-8.9
140,군산,2000-02,0,7.7,-8.4
140,군산,2000-03,5.9,19.5,-3.9
140,군산,2000-04,11.2,23.6,1.6
140,군산,2000-05,16.3,28.6,7.5
140,군산,2000-06,21.5,31.3,14.4
140,군산,2000-07,25.3,32.3,18.2
140,군산,2000-08,25.7,33.1,20.3
140,군산,2000-09,20.2,28.9,13.1
140,군산,2000-10,15.3,25.4,5.5
140,군산,2000-11,8.1,20.3,-2.2
140,군산,2000-12,2.8,14.7,-6.9
140,군산,2001-01,-.8,9.2,-13.4
140,군산,2001-02,1.5,11.8,-7.2
140,군산,2001-03,5.2,21.8,-3.4
140,군산,2001-04,11.8,26.6,.5
140,군산,2001-05,17.9,29.9,10
140,군산,2001-06,21.7,31,14.5
140,군산,2001-07,26.1,33.5,20.7
140,군산,2001-08,26.1,33.8,19.3
140,군산,2001-09,22.6,31.2,13.7
140,군산,2001-10,16.9,26.7,9.1
140,군산,2001-11,8.5,17.4,0
140,군산,2001-12,2.2,12.7,-4.8
140,군산,2002-01,2.8,18.1,-7.6
140,군산,2002-02,2.6,13,-4.1
140,군산,2002-03,7.4,20.2,-2
140,군산,2002-04,13.4,26.3,5.4
140,군산,2002-05,16.3,25.7,6.7
140,군산,2002-06,21.5,30.4,15.7
140,군산,2002-07,25.1,35.3,20.1
140,군산,2002-08,24.8,32.8,20.2
140,군산,2002-09,21.5,31.1,14.7
140,군산,2002-10,13.9,25,2.2
140,군산,2002-11,5.6,18.6,-2.9
140,군산,2002-12,2.7,13.9,-5.8
140,군산,2003-01,-1.7,10.3,-12.8
140,군산,2003-02,2,12.4,-6.1
140,군산,2003-03,5.5,20.6,-3.6
140,군산,2003-04,12,26.4,4.7
140,군산,2003-05,17.7,29.6,7.5
140,군산,2003-06,20.7,29,13.8
140,군산,2003-07,22.9,30,17.9
140,군산,2003-08,24,32,17.3
140,군산,2003-09,21.3,29.3,13.8
140,군산,2003-10,14.5,25.8,4.9
140,군산,2003-11,10.3,22.9,-1.4
140,군산,2003-12,2.2,11.8,-7.6
140,군산,2004-01,-1.2,8.3,-14.7
140,군산,2004-02,2.4,20.5,-6.6
140,군산,2004-03,5.6,21.7,-6.1
140,군산,2004-04,11.4,27.2,.1
140,군산,2004-05,16.6,27.2,7.6
140,군산,2004-06,21.8,30.9,12.5
140,군산,2004-07,25.1,33.5,18.8
140,군산,2004-08,25.9,35.1,19
140,군산,2004-09,21.3,31.2,12
140,군산,2004-10,15,25.8,1.5
140,군산,2004-11,9.3,24.2,-.3
140,군산,2004-12,3.6,18,-6.1
140,군산,2005-01,-.8,9.6,-8.6
140,군산,2005-02,-.6,11.9,-9.5
140,군산,2005-03,3.8,17.6,-6.4
140,군산,2005-04,12.5,29.7,1.1
140,군산,2005-05,16.8,27.5,6.4
140,군산,2005-06,22.2,31,14.6
140,군산,2005-07,25.2,33.3,18.5
140,군산,2005-08,25.7,35.7,17.9
140,군산,2005-09,22.6,32.4,15.9
140,군산,2005-10,15,24.5,1.9
140,군산,2005-11,9.6,23.8,-2.2
140,군산,2005-12,-2.3,14,-14.5
140,군산,2006-01,.9,13.8,-8.4
140,군산,2006-02,1,13.1,-12
140,군산,2006-03,5.4,19.2,-6.3
140,군산,2006-04,10.6,23,2.4
140,군산,2006-05,17.7,29.2,9.4
140,군산,2006-06,21.9,32.1,14.1
140,군산,2006-07,24.4,33.9,18.6
140,군산,2006-08,27.4,35.7,19.8
140,군산,2006-09,20.8,31.2,12.4
140,군산,2006-10,17.8,27.5,6.9
140,군산,2006-11,10.1,22.1,-.4
140,군산,2006-12,2.9,14.8,-9
140,군산,2007-01,1.4,11.5,-7.3
140,군산,2007-02,3.9,16.2,-6.8
140,군산,2007-03,6.6,19.8,-4.9
140,군산,2007-04,10.9,24.3,0
140,군산,2007-05,17.3,28.2,8.8
140,군산,2007-06,21.9,30.7,15.6
140,군산,2007-07,23.9,30.8,19.2
140,군산,2007-08,26.2,32.9,19.1
140,군산,2007-09,21.1,31.7,12.3
140,군산,2007-10,15,26.6,3.5
140,군산,2007-11,7.6,19.8,-4
140,군산,2007-12,3.4,15.6,-4.8
140,군산,2008-01,.1,9.3,-9.7
140,군산,2008-02,-.2,11.6,-9.7
140,군산,2008-03,6.7,19.6,-2.5
140,군산,2008-04,12.7,25.1,3.3
140,군산,2008-05,17.2,30.1,7.2
140,군산,2008-06,21.2,29,12.6
140,군산,2008-07,26,33.8,20.6
140,군산,2008-08,25.2,34.5,18.6
140,군산,2008-09,22.4,32.2,10
140,군산,2008-10,16.4,27.8,7.4
140,군산,2008-11,8.8,23.1,-4.7
140,군산,2008-12,3,15.1,-11
140,군산,2009-01,-.1,13.4,-11.4
140,군산,2009-02,3.5,18.3,-6.5
140,군산,2009-03,6.4,23.6,-4.1
140,군산,2009-04,11.2,25.9,.4
140,군산,2009-05,17.4,30,8.7
140,군산,2009-06,21.7,31.1,14.1
140,군산,2009-07,23.8,30.2,17.8
140,군산,2009-08,25,32.5,17.1
140,군산,2009-09,21.2,29.3,14.7
140,군산,2009-10,16.3,27.2,7.5
140,군산,2009-11,8.3,23.5,-1.7
140,군산,2009-12,1.2,11.8,-8.8
140,군산,2010-01,-1.5,11.6,-12.7
140,군산,2010-02,2.5,20.6,-8.1
140,군산,2010-03,5.5,18.8,-3.3
140,군산,2010-04,9.5,23.1,-.2
140,군산,2010-05,16.6,29.5,4.4
140,군산,2010-06,22,31.8,13.4
140,군산,2010-07,25.6,32.4,19.6
140,군산,2010-08,27.3,34.7,21.9
140,군산,2010-09,22.6,33.9,8.3
140,군산,2010-10,14.9,23.8,1.9
140,군산,2010-11,7.9,18.5,-1.6
140,군산,2010-12,1.7,17.2,-10
140,군산,2011-01,-4.5,3.3,-13.6
140,군산,2011-02,1.3,15.1,-8.8
140,군산,2011-03,4,15.8,-4
140,군산,2011-04,10.1,22.4,-1.6
140,군산,2011-05,17.5,28.8,6.2
140,군산,2011-06,21.1,31.4,14
140,군산,2011-07,25.1,33.5,18.4
140,군산,2011-08,24.9,34,18.6
140,군산,2011-09,20.7,31.4,10.9
140,군산,2011-10,13.5,23.7,1.7
140,군산,2011-11,11.4,25.2,-2.2
140,군산,2011-12,1,10.5,-8.5
140,군산,2012-01,-1.1,8.4,-10
140,군산,2012-02,-.7,12.9,-11.2
140,군산,2012-03,4.7,20.4,-4.4
140,군산,2012-04,11.7,29.2,.3
140,군산,2012-05,17.7,27.4,10.2
140,군산,2012-06,22.4,30.8,13.9
140,군산,2012-07,25.2,33.4,19.6
140,군산,2012-08,26.7,36.1,17.2
140,군산,2012-09,20.3,29.2,12.3
140,군산,2012-10,14.7,24.4,4.1
140,군산,2012-11,7.1,17.6,-2.4
140,군산,2012-12,-1.6,8.7,-11.5
140,군산,2013-01,-1.8,13.2,-13.5
140,군산,2013-02,.2,18.5,-12.3
140,군산,2013-03,4.8,26.1,-4.3
140,군산,2013-04,9.1,27,0
140,군산,2013-05,16.6,29.1,5.8
140,군산,2013-06,22.3,31.1,13.6
140,군산,2013-07,26.3,33.4,20.8
140,군산,2013-08,27.3,34.9,18.3
140,군산,2013-09,21.4,30.9,9.6
140,군산,2013-10,15.8,28.1,4.3
140,군산,2013-11,7.6,21.4,-2.4
140,군산,2013-12,2,12.9,-5.9
140,군산,2014-01,.6,11.5,-8.8
140,군산,2014-02,2.8,17.6,-7.4
140,군산,2014-03,7,24,-4
140,군산,2014-04,12.5,25.5,.8
140,군산,2014-05,17.3,31.1,6.3
140,군산,2014-06,22.1,29.5,16.1
140,군산,2014-07,24.9,35.3,18.9
140,군산,2014-08,23.7,31.5,18.5
140,군산,2014-09,21.3,30.3,14
140,군산,2014-10,15.5,28.3,2.9
140,군산,2014-11,8.9,17.8,-1
140,군산,2014-12,-.2,10.8,-8.3
140,군산,2015-01,.5,11.4,-9.1
140,군산,2015-02,2,12.2,-8.9
140,군산,2015-03,5.6,18.6,-5.4
140,군산,2015-04,12.3,25.1,3.5
140,군산,2015-05,17.2,30.3,5.7
140,군산,2015-06,21.5,32.1,12.6
140,군산,2015-07,24.4,33.8,16.4
140,군산,2015-08,25.6,34.7,19.2
140,군산,2015-09,21.2,30.1,13.4
140,군산,2015-10,15.6,25.2,2.9
140,군산,2015-11,10.6,20.1,-1.5
140,군산,2015-12,4.1,13.4,-5.3
140,군산,2016-01,-.5,12.7,-13.8
140,군산,2016-02,2.2,20.5,-8.2
140,군산,2016-03,6.6,22.4,-5.6
140,군산,2016-04,13,24,4.2
140,군산,2016-05,18.2,29.6,8.6
140,군산,2016-06,22.2,29.2,15.2
140,군산,2016-07,26,34,19.3
140,군산,2016-08,27.1,34.9,15.9
140,군산,2016-09,22.3,32.5,14.7
140,군산,2016-10,16.2,29.5,3.8
140,군산,2016-11,8.4,21.8,-2.6
140,군산,2016-12,3.6,16.4,-7
140,군산,2017-01,.5,12.3,-10
140,군산,2017-02,1.5,15.4,-7.4
140,군산,2017-03,5.7,17.3,-3.3
140,군산,2017-04,12.9,26.2,.8
140,군산,2017-05,17.9,28.5,10.2
140,군산,2017-06,21.9,31.2,11.7
140,군산,2017-07,26.6,33.1,21.9
140,군산,2017-08,25.8,36.2,14.9
140,군산,2017-09,21,29.6,10.1
140,군산,2017-10,15.8,26.5,2.1
140,군산,2017-11,7.2,21.5,-3.2
140,군산,2017-12,.9,13.1,-10
140,군산,2018-01,-1.8,9.3,-15
140,군산,2018-02,-.1,12.3,-13.6
140,군산,2018-03,7.8,23.7,-5.1
140,군산,2018-04,12.6,24.9,.1
140,군산,2018-05,17.7,28.6,9.9
140,군산,2018-06,22,32.8,14.8
140,군산,2018-07,26.9,35.7,19.3
140,군산,2018-08,27.7,37.1,19
140,군산,2018-09,21.2,30.6,11
140,군산,2018-10,13.6,25.5,4.7
140,군산,2018-11,8.7,18.3,.4
140,군산,2018-12,1.9,16.1,-9.9
140,군산,2019-01,.3,8.5,-8.1
140,군산,2019-02,2,13.8,-6.8
140,군산,2019-03,6.8,19.5,-2.2
140,군산,2019-04,11.6,25.8,-.4
140,군산,2019-05,17.5,30,5.4
140,군산,2019-06,20.8,30.7,13
140,군산,2019-07,25,34,18.4
140,군산,2019-08,26.5,34.9,18.7
140,군산,2019-09,22,30.5,11.9
140,군산,2019-10,16.3,26.3,5.6
140,군산,2019-11,9.6,20.5,-1.6
140,군산,2019-12,3.8,16.1,-7.1
143,대구,1907-01,,.8,-7
143,대구,1907-02,,15.5,-3.4
143,대구,1907-03,,22.5,-2.4
143,대구,1907-04,,23.5,8.6
143,대구,1907-05,,33.4,12
143,대구,1907-06,,35.5,14.6
143,대구,1907-07,,35.5,18.1
143,대구,1907-08,,35.6,21.7
143,대구,1907-09,,31,15.6
143,대구,1907-10,,27,9.8
143,대구,1907-11,,23.6,3.9
143,대구,1907-12,,14,-8.7
143,대구,1908-01,,16.3,-5.6
143,대구,1908-02,,8,-9.5
143,대구,1908-03,,21.3,-2
143,대구,1908-04,,27.4,3.8
143,대구,1908-05,,29.5,8.1
143,대구,1908-06,,33.7,15.1
143,대구,1908-07,,35,14.5
143,대구,1908-08,,37.8,20.8
143,대구,1908-09,,30.3,9.4
143,대구,1908-10,,26.4,8.5
143,대구,1908-11,,21.6,-1
143,대구,1908-12,,16.6,-5.4
143,대구,1909-01,.5,9.8,-8
143,대구,1909-02,.1,11.9,-10.9
143,대구,1909-03,4.4,18,-7
143,대구,1909-04,12.6,26.9,.2
143,대구,1909-05,17.8,34.9,5.4
143,대구,1909-06,22.5,33.9,12
143,대구,1909-07,25.9,36.7,14.7
143,대구,1909-08,25.6,35.1,19.9
143,대구,1909-09,21.7,32.4,13.6
143,대구,1909-10,14.2,27.9,.8
143,대구,1909-11,7.5,22,-3.7
143,대구,1909-12,.2,11.5,-10.5
143,대구,1910-01,.7,13,-14.5
143,대구,1910-02,-.9,11.3,-14.5
143,대구,1910-03,4.9,22.1,-5.2
143,대구,1910-04,11.5,26.9,.2
143,대구,1910-05,18.2,32,6
143,대구,1910-06,21.9,34.1,13.3
143,대구,1910-07,23.6,35.7,14.3
143,대구,1910-08,25.1,36.6,16.7
143,대구,1910-09,19.7,29.1,11.8
143,대구,1910-10,14.7,25,5.2
143,대구,1910-11,7.6,19.3,-3
143,대구,1910-12,-1.1,12.1,-11.8
143,대구,1911-01,-1.1,9.8,-14.4
143,대구,1911-02,1.8,14.8,-8.1
143,대구,1911-03,6,20.3,-3.7
143,대구,1911-04,11.4,27.1,.4
143,대구,1911-05,17.3,30.8,4.9
143,대구,1911-06,21.5,32.9,11.2
143,대구,1911-07,24,33.9,15.2
143,대구,1911-08,25.5,35,18.1
143,대구,1911-09,22.3,34.4,13.3
143,대구,1911-10,13.6,25.2,2.8
143,대구,1911-11,8.7,18.2,-4
143,대구,1911-12,-.3,13.5,-9.2
143,대구,1912-01,-1.4,8.3,-9.1
143,대구,1912-02,3.2,15.6,-8
143,대구,1912-03,6.4,18.1,-3.8
143,대구,1912-04,12.5,27.8,-.2
143,대구,1912-05,16.7,31.6,5.3
143,대구,1912-06,21.8,33.9,10.2
